Nmero_punt_crtic;Codi_Districte;Nom_Districte;Codi_Barri;Nom_Barri;Nom_Carrer;Nmero;Latitud;Longitud;Motiu;Nombre_visites_setembre_2017;Estat_setembre_2017;Nombre_visites_octubre_2017;Estat_octubre_2017;Nombre_visites_novembre_2017;Estat_novembre_2017;Nombre_visites_desembre_2017;Estat_desembre_2017;Nombre_visites_gener_2018;Estat_gener_2018
1674;10;Sant Mart;68;el Poblenou;carrer perello ;27;41.399124;2.207184;0;18;7.3;18;7.6;18;3.2;11;8.2;18;12.2
1675;10;Sant Mart;68;el Poblenou;Joncar;37;41.401402;2.204395;0;16;9.2;18;4.6;18;7.7;11;8.7;17;6.4
1676;10;Sant Mart;68;el Poblenou;Carrer de Ramon Turr;132;41.396072;2.197981;0;19;4.4;18;4.3;18;2.6;11;5;18;6.8
1677;10;Sant Mart;68;el Poblenou;Bilbao;11;41.400707;2.206451;0;20;8;16;7.4;15;2.1;12;6.6;20;4.9
1678;10;Sant Mart;68;el Poblenou;Carrer de Ramon Turr;183;41.399765;2.202621;Mal s de contenidors i/o papereres;11;10;18;5.9;18;7.9;11;7.3;18;7.9
1679;10;Sant Mart;68;el Poblenou;Espronceda;21;41.402218;2.208555;Mal s de contenidors i/o papereres;4;2.3;15;2.2;15;1.9;12;5.3;20;2.1
1680;10;Sant Mart;69;Diagonal Mar i el Front Martim del Poblenou;carrer Espronceda;9;41.401447;2.209762;Fora afluncia de gent;22;9;15;9.7;15;6.7;12;8.7;20;9.1
1681;10;Sant Mart;69;Diagonal Mar i el Front Martim del Poblenou;carrer Provenals;2;41.403706;2.213688;Fora afluncia de gent;22;7.4;15;8.2;15;7.8;12;4.1;20;3.1
1682;10;Sant Mart;69;Diagonal Mar i el Front Martim del Poblenou;carrer Selva de Mar;37;41.408176;2.209859;Fora afluncia de gent;22;0.6;15;2.3;15;2.5;12;2.7;20;1.5
1683;10;Sant Mart;69;Diagonal Mar i el Front Martim del Poblenou;Jardins Remedios Var;0;41.403927;2.210419;Fora afluncia de gent;22;1.9;15;2.2;15;2.9;12;1.5;20;1.1
1684;10;Sant Mart;69;Diagonal Mar i el Front Martim del Poblenou;Plaa Ramon Calsina;0;41.405716;2.212066;Fora afluncia de gent;22;1.8;15;3.9;15;7.2;12;6;20;7.6
1685;10;Sant Mart;70;el Bess i el Maresme;Carrer perpiny;27;41.42054;2.21308;Mal s de contenidors i/o papereres;22;5.5;15;4.3;15;2.5;13;4.6;20;3.8
1686;10;Sant Mart;70;el Bess i el Maresme;Carrer Alfons Magnnim;70;41.419312;2.210889;Mal s de contenidors i/o papereres;22;5.3;15;4.2;15;5.1;13;12;20;6.5
1687;10;Sant Mart;70;el Bess i el Maresme;Carrer Alfons Magnnim;2;41.413723;2.218279;Mal s de la recollida pneumtica;21;8.7;15;4.9;15;5.7;13;3.8;20;4.5
1688;10;Sant Mart;70;el Bess i el Maresme;Carrer Pere Moragues;13;41.417194;2.215632;Alt s de lespai pblic;21;7.3;15;3.4;15;10.2;13;11.3;20;6.9
1689;10;Sant Mart;70;el Bess i el Maresme;Plaa dels germans Serra;1;41.416943;2.212877;Alt s de lespai pblic;20;6.6;15;5.8;15;4.6;13;6.5;20;4.9
1690;10;Sant Mart;70;el Bess i el Maresme;carrer  Marsala;8;41.417336;2.216498;Fora afluncia de gent;19;4.5;15;4.8;15;5.1;13;4.7;20;3.9
1691;10;Sant Mart;70;el Bess i el Maresme;carrer Bernat Metge;30;41.420593;2.212307;Fora afluncia de gent;22;4.2;15;3.1;15;4.2;13;8.3;20;4.3
1692;10;Sant Mart;70;el Bess i el Maresme;carrer del Cller;5;41.418556;2.215138;Fora afluncia de gent;21;4.3;15;4.6;15;3.7;13;5.2;20;4.4
1693;10;Sant Mart;70;el Bess i el Maresme;Ferrer Bassa;28;41.416424;2.216207;Mal s de la recollida pneumtica;4;10.2;15;4.6;15;4.3;13;4.1;20;4.8
1694;10;Sant Mart;70;el Bess i el Maresme;Otranto;8;41.416359;2.216177;Mal s de contenidors i/o papereres;4;3.3;15;2.6;15;1.8;13;4.2;20;2.4
1695;10;Sant Mart;70;el Bess i el Maresme;Jaume Huguet;32;41.418861;2.214685;Mal s de contenidors i/o papereres;4;8;15;11.5;15;6.2;13;12.8;20;10.1
1696;10;Sant Mart;70;el Bess i el Maresme;Cristbal de Moura;257;41.418316;2.215879;Mal s de contenidors i/o papereres;4;9.7;15;10.1;15;6.2;13;9;20;5.4
1697;10;Sant Mart;71;Provenals del Poblenou;Carrer Joan de Malta;48;41.407776;2.193801;Efecte crida;12;5.7;15;6;16;8.5;11;12.6;18;8.4
1698;10;Sant Mart;71;Provenals del Poblenou;Carrer Joan de Malta;78;41.406826;2.195001;Mal s de la recollida pneumtica;12;2;15;5.9;16;1.9;11;5.1;18;3.5
1699;10;Sant Mart;71;Provenals del Poblenou;Carrer Marroc;153;41.413425;2.207212;Mal s de contenidors i/o papereres;22;4.5;15;4.2;15;8.6;12;9.5;18;1.3
1700;10;Sant Mart;71;Provenals del Poblenou;carrer Espronceda;195;41.409664;2.198861;Fora afluncia de gent;14;5.7;15;4.1;18;4.6;12;6.6;15;3.8
1701;10;Sant Mart;71;Provenals del Poblenou;Avinguda Diagonal;38;41.409912;2.212619;Mal s de contenidors i/o papereres;4;2;15;2.5;15;2.4;12;2.9;20;2.8
1702;10;Sant Mart;71;Provenals del Poblenou;Carrer Bac de Roda;168;41.411472;2.198764;Mal s de contenidors i/o papereres;2;9.5;15;6.6;18;5.9;12;11.3;15;4.3
1703;10;Sant Mart;72;Sant Mart de Provenals;Granvia de les Corts Catalanes;1025;41.413883;2.200076;Mal s de la recollida pneumtica;14;5.1;15;7.3;18;8.6;12;8.2;15;3.6
1704;10;Sant Mart;72;Sant Mart de Provenals;Parc de Sant Marti;1;41.420139;2.197607;Alt s de lespai pblic;15;2.8;15;4.7;18;5.7;12;7.1;14;3.9
1705;10;Sant Mart;72;Sant Mart de Provenals;Carrer Concili de Trento;140;41.415222;2.197759;Fora afluncia de gent;15;1.9;15;2.1;18;3.5;12;1.4;15;2.9
1706;10;Sant Mart;72;Sant Mart de Provenals;carrer Huelva;88;41.418133;2.197247;Fora afluncia de gent;14;2.5;15;1.4;18;3.5;12;2.2;14;1
1707;10;Sant Mart;72;Sant Mart de Provenals;Gran via de les Corts Catalanes;997;41.412956;2.198617;Fora afluncia de gent;14;0.3;15;0.4;18;0.4;12;1.5;15;1.7
1708;10;Sant Mart;73;la Verneda i la Pau;Carrer puigcerd;283;41.421635;2.2011;Fora afluncia de gent;15;2.6;15;1.9;18;2.6;12;3.8;15;6.7
1709;10;Sant Mart;73;la Verneda i la Pau;Plaa de la Pau;1;41.422657;2.208488;Alt s de lespai pblic;15;0.2;16;0.7;18;2.9;12;0.7;15;0.6
1710;10;Sant Mart;73;la Verneda i la Pau;Carrer Binfar;36;41.426659;2.205694;Poca afluncia de gent;15;8.7;15;9.6;18;9.4;12;5.2;15;7.5
1711;10;Sant Mart;73;la Verneda i la Pau;Carrer del camp Arriassa;92;41.424892;2.202558;Propietaris danimals incvics;16;2.1;16;3.7;18;1.8;12;3;15;1.4
1712;10;Sant Mart;73;la Verneda i la Pau;Plaa de la Palmera;1;41.419857;2.205738;Alt s de lespai pblic;14;0.3;16;0.8;18;1;12;0.4;16;0.6
1713;10;Sant Mart;73;la Verneda i la Pau;passatge Josep Mula;41;41.422935;2.20679;Poca afluncia de gent;15;2.2;15;2.3;18;2.3;12;1.6;15;1.8
1714;10;Sant Mart;73;la Verneda i la Pau;carrer Rambla Guipscoa;160;41.423126;2.206358;Fora afluncia de gent;15;5.1;15;4;18;8.1;12;8.3;16;3.3
1715;10;Sant Mart;73;la Verneda i la Pau;Plaa Conxita Badia;1;41.421715;2.206262;Fora afluncia de gent;15;3.5;16;2.6;18;4.7;12;2.6;16;2.4
1716;10;Sant Mart;73;la Verneda i la Pau;Plaa de la cultura;1;41.421158;2.206991;Fora afluncia de gent;15;6.1;16;5.8;18;5.6;12;5.3;16;4.4
1717;10;Sant Mart;73;la Verneda i la Pau;Carrer d'Angels Garriga;4;41.42305;2.209535;Fora afluncia de gent;15;2.9;15;5.3;18;5.6;12;5;15;2.9
1718;10;Sant Mart;73;la Verneda i la Pau;Carrer de Flix Mart Alpera;3;41.423107;2.209688;Fora afluncia de gent;15;7.1;15;3.3;18;6.9;12;5.4;15;3.9
1719;10;Sant Mart;73;la Verneda i la Pau;Pere Vergs;1;41.422756;2.208969;Mal s de contenidors i/o papereres;2;4;16;2.6;18;1.8;12;1.1;16;4.3
1720;10;Sant Mart;73;la Verneda i la Pau;Ca n'Oliva;64;41.424751;2.203925;Mal s de contenidors i/o papereres;2;0;15;4.6;18;7.9;12;4.5;15;6.1
1721;10;Sant Mart;73;la Verneda i la Pau;Ca n'Oliva;46;41.423855;2.205135;Mal s de contenidors i/o papereres;2;5;15;4.9;18;5.6;12;7.4;15;8.5
1722;10;Sant Mart;73;la Verneda i la Pau;Ca n'Oliva;40;41.423252;2.205862;Mal s de contenidors i/o papereres;2;1.5;15;8.2;18;3.3;12;5.2;15;4.9
1723;10;Sant Mart;73;la Verneda i la Pau;Camp Arriassa ;131;41.425781;2.201193;Mal s de contenidors i/o papereres;2;2.5;16;5.5;18;6;12;8.8;15;4.1
1724;10;Sant Mart;73;la Verneda i la Pau;Camp Arriassa ;117;41.425095;2.202078;Mal s de contenidors i/o papereres;2;2.5;15;3.6;18;5;12;2.6;15;1.9
1725;10;Sant Mart;73;la Verneda i la Pau;Rambla Prim;220;41.423618;2.203584;Mal s de contenidors i/o papereres;2;0;15;2.1;18;5.4;12;4;15;4.4
1726;10;Sant Mart;73;la Verneda i la Pau;Maresme;200;41.419361;2.206604;Mal s de contenidors i/o papereres;2;0.5;16;3.1;18;4.3;12;2;16;2.4
1727;10;Sant Mart;73;la Verneda i la Pau;Menorca;29;41.421001;2.198472;Mal s de contenidors i/o papereres;2;21.5;15;9.7;18;7.1;12;6.6;15;6.1
1728;10;Sant Mart;73;la Verneda i la Pau;Gran Via de les Corts Catalanes ;1129;41.418335;2.205926;Mal s de contenidors i/o papereres;2;0;16;1.3;18;0.9;12;1.4;16;2.2
